Newspaper Name,Issue No,Date (mm/dd/yyyy),Content,Source,Image
The New-York Gazette: and the Weekly Mercury (Newark),1303,10/14/1776,"RUN-away from the Guard at Newark Goal, a Negro Man named SAM, about 5 Feet 6 inches high, formerly belonged to Mr. Lot, of Long Island—Had on a striped Jacket without Sleeves, and a Pair of Tow Trowsers. Whoever takes up said Negro and returns him to Newark Goal, or secures him so that he can be had by the Subscriber, shall receive Five Dollars Reward, paid by me JOSIAH BRYAN, Lt. Col.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury (Newark),1303,10/14/1776,"Three Pounds Reward. RUN-away the 8th inst. a negro man named Cato, about 23 or 25 years old, middling stature, well set, very black eyes, will often lap his tongue over his under lip and chin: Had on when he went away, a reddish brown cloth waistcoat, tow cloth trowsers, blue worsted stockings, and check shirt. The above reward, with all reasonable expences, will be paid to any person, for taking up and securing said negro in prison, and informing his mistress thereof; and the expences for bringing him to Mrs. Deborah Gomez, at the house of the subscriber, in Second street, near Walnut street, Philadelphia; or of Mr. Francis Basset, at the  house of Doctor Burnet, in this town. MATTHIAS GOMEZ. It is supposed the above negro is gone towards the regulars. Newark, Octo. 9, 1776.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury (Newark),1303,10/14/1776,"RUN-AWAY from the subscriber, living at Jamaica on Long-Island, a young Negro fellow named YORK, tall and very black. He had on when he went off (which is about three weeks ago) a blue [ ] waistcoat, a pair of coarse tow trowsers, and pinchbed buckles in his shoes. W hoever secures the said Negro so that his master may have him again, shall receive EIGHT DOLLARS reward, and all other reasonable charges, paid by CHARLES ARDING. N.B. He affects to laugh when he speaks. Jamaica, Long-Island, October 12, 1776.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury (Newark),1303,10/14/1776,"RUN-AWAY the third instant, a Negro lad named YORK, supposed to be lurking about the camps or [shipping], Any person giving intelligence where he may be found, shall have a reward of Five Dollars, and a further reward of Five Dollars more if brought to me, the proprietor, in Wall-Street. WILLIAM MAXWELL. N.B. YORK is about 19 years of age, 5 feet 7 or 8 inches high, rather thinly made, had on when he eloped, an old brown cloth jacket, with plain yellow metal buttons and red cloth collar, a brown cloth waistcoat, with small yellow metal buttons, a check shirt, brown linen trowsers, shoes with yellow buckles, and no stockings, and old round hat with tarnish’d gold edging, speaks good English, and may pretend to be free. NewYork, October 12, 1776.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The Pennsylvania Journal, and the Weekly  Advertiser (Philadelphia)",1767,10/16/1776,"SIX DOLLARS Reward. RAN AWAY from the subscriber  living in Bethlehem township, Hunterdon county, NewJersey. A NEGRO MAN named Ben, about three and twenty years old, five feet six inches high, country born,  lived lately in the lower parts of Maryland. He is lame in one of his feet. Had on an old hat, an old blue coat, a red jacket and buckskin breeches. Whoever secures said Negro so that the subscriber may have him again, or brings him home, shall receive the above reward with reasonable charges paid by THOMAS SCOTT.  N.B. W hoever takes up said Negro, is desired to acquaint the subscriber by advertising him in the Pennsylvania Journal.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette; and the Weekly Mercury (Newark),1305,10/28/1776,"Brooklyn-Ferry, 16th October, 1776. FIVE DOLLARS REWARD. RUN AWAY on the second instant, from the Subscriber, living at Brooklyn-Ferry, on Long-Island, a Negro Boy named PEONCE, about 17 years of age, five feet, six or seven inches high, stoops in his walk, when pleased is apt to show his teeth very much, is very fond of strong liquor: Took with him a pale blue broad cloth coat and  waistcoat, a leather jockey cap, a striped yellow and blue linsey woolsey waistcoat, two pair of tow trowsers, and a pair of old shoes. If any person will take up the said Negro, and secure him so that his Master can get him again, shall have the above Reward, and all reasonable charges paid; or if they can inform his Master where he is, so that he can get him again, shall have FOUR DOLLARS Reward. JOHN RAPALJE.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette; and the Weekly Mercury (Newark),1305,10/28/1776,"RUN-AWAY some time ago, from Philip Skeene, Esq; of Skeensborough, a Spanish Negro man named Ned, near six feet high, of a yellow Complexion, about 40 years old.  He was taken a few days ago, on board the City of London, Capt. McFadzean, where he was in the capacity of  a cook; since which time he has made his escape, supposed thro’ bad advice, as he has lately been received and slept on board said ship. Yesterday he was seen in town, waiting an opportunity to get on board some vessel. It is therefore requested that no person in this city, or master of vessel will conceal said Negro, as they will answer for the consequence.  A reward of Forty Shillings will be given to any person that will take up said slave, and bring him to his master, at Mrs. Airy’s, or to Capt. Vardill, near Burling’s-Slip.  New-York, October 26, 1776.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette; and the Weekly Mercury,1306,11/4/1776,"FIVE DOLLARS Reward. RUN-away on Thursday night the 31st ult. from the subscriber, a negro man named TITE, about 40 years of age, about 5 feet 8 inches high, well shaped, a down-cast look, snuffs, smokes, and drinks immoderately when he can obtain liquor. Had on when he went off a flopped beaver hat, a brown or green double  breasted jacket, check trowsers or black breeches. Whoever takes up and secures the said negro, shall have the above reward paid by the subscriber, at Mr. Ezekiel Ball’s, near Springfield. JAMES STEWART.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette; and the Weekly Mercury,1307,11/11/1776,"TEN DOLLARS Reward. RUN-AWAY, a Creole Negro fellow, named WILL, aged 19 years, about 5 feet 9 inches high, very well made, of a sallow complexion, and open  countenance; was dressed when he went off in a white linen jacket with sleeves, blue cloth breeches, white stockings,  and a hat half worn; he carried with him a white broad cloth coat, a mixed grey coloured cassimer jacket, linen shirt, and a pair of red striped trowsers. He speaks English very fluently, and will probably endeavour to pass for a free man, as it is suspected that he has made for the camp. Some time ago he was absent three days, and was detected with a knapsack, marked No. 49, containing the following articles, viz. 1 linen shirt, marked I.R. No. 14; 1 lapelled white linen vest; 2 linen handerchiefs with blue borders; 1 old white Barcelona handerchief; 1 pair of white worsted stockings; 2 hair combs; 1 blanket; 1 small black handled knife and fork, and an Officer’s sash.  All which are now in the custody of his Owner, Finlay Nicholson, who is ready to deliver them to the proprietor, at Mr. Thomas Hepburn’s store, in Mr. Bogart’s house, DockStreet; and as there is reason to suspect the fellow has again made for the camp, all Gentlemen of the Army are earnestly requested to stop him, and any person who will bring him to said Thomas Hepburn’s store, shall have the above reward, and all charges paid.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette; and the Weekly Mercury,1309,11/13/1776,"RUN-AWAY, from the subscriber, the 19th instant, living at Brower’s wharf, near the New Crane, a negro boy, named Ned, about twelve years of age; this country born, and speaks very good English: Had on when he went away, a blue under jacket, a whiteish Wilton coat, a new pair blue duffle trowsers, a check shirt, a pair of new shoes and whiteish stockings. Whoever secures said negro boy, so that his master may have him again, shall receive four Dollars reward, and all reasonable charges paid by JOHN BRYSON.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette; and the Weekly Mercury,1310,12/2/1776,"RUN-away, from Samuel Sackett, living near the Flymarket, a negro man named Joe, about 6 feet high, about 30 years old, of a yellow complexion, stout fellow; a negro  wench, with a young child about 5 months, the wench about 24 years old, of a yellowish complexion, stout and well set; likewise a negro wench middling tall and slim, middling black and pitted with the small-pox; it is thought they are all in the army. Whoever takes up said negroes, or any one of them, and delivers them safe to Samuel Sackett, or secures them in any Goal, so that he may get them again, shall have ten dollars a piece. SAMUEL SACKETT.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette; and the Weekly Mercury,1311,12/9/1776,"RUN-AWAY from the subscriber, living in New-York, a negro lad about 20 Years of age, goes by the name of Fortune Brookman, about 5 feet 3 inches high, squat shape, his right knee bends inwards, wants some of his fore Teeth: Had on when he went away, a red plush waistcoat, and snuff coloured long trowsers. Whoever secures said run away, shall have FOUR POUNDS reward paid by, THOMAS BROOKMAN, At Mr. N icholl’s near [ ] Market.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
