Newspaper Name,Issue No,Date ,Content
The New-York Gazette (Weyman’s),307,10/22/1764,"RAN-away the 12th of August last, from the Subscriber, living in Roxbury, County of Morris, two Negro Men, one about 20 Years of Age, named JOE, a sprightly well-set Fellow, understands all sorts of farming Work, and pretends to be a Fidler. The other about 30 Years of Age, named BEN, understands House-Work, as to baking, washing, and cooking; he knows but little about Farming; he is a thick clumsey Fellow, with a Scar near the Corner of his Eye. They had on when they went away, Tow Shirts and Trowsers; the young Fellow had a half worn wool Hat, a Soldier’s red Coat, and bare Feet; the other had on an old light blue Kersey Vest, with thick grey Kersey Lining, half­ worn Shoes, and no Hat. W hoever will takes up the aforesaid Negroes, so that I can have them again, shall have FIVE POUNDS Reward, or Fifty Shillings for either, and all reasonable Charges paid them by me, or Amout Cannon, at the Sign of the Wheat-Sheaf, near the Ship-Yards. AUGUSTINE REID. N. B. All Masters of Vessels and others, are strictly forbid either carry them off, or in any Manner to harbour them, as they will assuredly be obliged to answer a Prosecution. And if any Person can give Information whether they are gone off by Sea already, and by whom, shall be rewarded with Thirty Shillings, on the aforesaid Application. Sept. 3, 1764."
The New-York Gazette: or The Weekly Post-Boy,1140,11/8/1764,"Run away on Tuesday night the 30th instant, two new negro men who speak no English;—Had on new blue Jackets and Breeches, new Stockings and Shoes without any Bucklesany person that brings ’em to the Printer of this Paper shall have Twenty Shillings reward, and all Masters of Vessels and others are forbid to carry them off, or harbour them at their Peril."
The Pennsylvania Gazette (Philadelphia),1874,11/22/1764,"Five Pounds Reward Runaway from the subscriber on Saturday, the 30th of June last, a young Mullato fellow, about 20 years of age, named Frank, about five feet five inches high, well set, full fac’d short black curled hair, very apt to swear when angry; had on and with him when he went away, a coarse homemade Tow shirt and Trowsers, a W oolen Jacket, homemade, old Hat and Stockings; it is supposed he has changed clothes and perhaps his Name by this time. It is also supposed he is somewhere in the Cedar Swamps in the Jerseys, down Delaware River as his Mother and others of his acquaintance, live near Cohansey, where the said Fellow I believe was bred. Whoever takes up and secures said Mulattoo in any Gaol, or brings him to his said Master, shall have the above Reward, besides reasonable charges, paid by Thomas Witherspoon."
The New-York Gazette: or The Weekly Post-Boy,1145,12/13/1764,"Run away the 12th of last month from the subscriber, living in Middletown in East New Jersey, a negro man named Jasper, about 25 years old and 5 feet 10 inches high (bom in New York) had on when he went away a brown homespun jacket and breeches, the jacket cuffed with the same, a Tow shirt, White Yarn Stockings,a pair of pumps and a felt hat; he understands the farming Business. Whoever takes up said Negro and secures him in any Gaol, giving Notice therof to his Master so that he may have him again, shall have Three Pounds reward and reasonable charges paid by John Stevenson. Middleton, November 4, 1764."
The New-York Gazette: or The Weekly Post-Boy,1145,12/13/1764,"Run away, last night the 12th instant, from Rebeccah Morehouse, opposite to Alderman Benson at the shipyards, New York, a tall slim straight negro wench named Pegg, about 40 years of age, of yellowish complexion, has had the small-pox, but is smooth faced, and talks good English, has the middle finger of her left hand crooked and cannot straighten it, was born at Oyster Bay but has resided for several years in New York and formerly belonged to Mr. Pell, is sensible, cunning and artful and can wash iron and cook; had on a short red cloak a white hat and a pair of m en’s shoes and with her callico gown and a variety of cloathes. Whoever will bring home the said wench to her mistress or to the subscriber, ship carpenter at the ship yards, shall have a dollars reward if taken in town or three dollars if taken out of town, besides all reasonable charges. John Leversage."
The New-York Gazette: or The Weekly Post-Boy,1150,1/17/1765,"RUN-AWAY from John Thomas, jun. at Rye, in W est­ chester County, about the middle of November last; A Negro Man called Joe, about thirty five Years of Age, he is near six Feet high, of a yellowish Complection, has had the Small-Pox, but hardly visible, has some Scars on his Breast, was bom in Jersey, but since lived with Messenger Palmer, near Stanford, in Connecticut: Had on when he went away a brown Cloath Jacket, a Woolen Shirt; a Pair of Leather Breeches, a Pair of white Woollen Stockings. Whoever takes up said Negro and secures him so that his Master may have him again, shall receive Three Pounds Reward, and all reasonable Charges, paid by me JOHN THOMAS, jun. Rye, January 9, 1765."
The New-York Gazette: or The Weekly Post-Boy,1163,4/18/1765,"Run-away from JOHN VERMILLYE, at the New Bridge, on the West Chester Side, on Sunday the 7th of April, a Mulatto Fellow named TONEY, about 5 Feet 6 Inches, has short curl’d Hair, and has something of the New-England Way of expressing himself. Had on when he went away, a brown great Coat, a black and white mixed wove Prunelta ditto, a striped blue & white Jacket, two Pair of striped blue and white Trowsers, one knit blue Pair of Breeches, one white and one Check Shirt, a Pair of knit Stockings, and had a good Castor Hat. Whoever takes up and secures said Fellow, so that he may be had again, shall have FOUR POUNDS Reward, and reasonable Charges paid by JOHN VERMILLYE. N.B. All Masters of Vessels are strictly forbid to carry away, or employ him, and all others to hire or harbour him, as they must answer such unlawful Proceedings. Those who apprehend and secure him any where near New-York, are desired to give Notice to the Printer hereof."
The Pennsylvania Gazette (Philadelphia),1901,5/30/1765,"Run away from the subscriber living in Roxbury, Morris County, East-Jersey, a Mullatoe Fellow, named Tom, about 30 Years of Age, about 5 feet 6 inches high; had on when he went away, a blue Waistcoat, a Pair of Buckskin Breeches, which it is likely he has changed. He has one extraordinary Mark, having no Toes on either of his Feet. Whoever takes up the said Mullatoe fellow and secures him, so that his Master may have him again, shall have Ten Pounds Reward and all reasonable Charges paid by John Vandom."
The New-York Gazette (Weyman’s),339,6/3/1765,"Run away from Augustine Reid of Morris County, NewJersey, Two Negro Men, one named Ben, about 35 years of age, is a thick set fellow, and has a scar on one of his cheeks; born in Barbadoes, in the West-Indies, & has been over about two years and a half; the other is named Joe, about 20 years old; the white of his Eyes is of a reddish cast, has black specks in them, is a nimble active Fellow. Whoever takes up and secures the said Negroes so that their Master may have them again, shall receive Thirty Pounds Reward for Both or Fifteen Pounds for either and all reasonable charges, paid by Augustine Reid."
The Pennsylvania Gazette (Philadelphia),1906,6/4/1765,"Run away from the subscribers on Sunday, the 9th of last Month, two likely Negroe Fellows, the one named Begill, about 5 feet 10 inches high, slim built, has been in the Country near 4 years, speaks tolerable good English for the Time, aged about 35 or 40 years; had on when he went away a Linsey Coat, of black and blue Colours mixed, with Brass Buttons, a Felt Hat, white Shirt, Sheepskin Breeches, Stockings of mixed Colours, and double soaled shoes. The other named Jerry, aged about 25 Years, near the Height and Size of the former, has been in the Country about 3 years, speaks very broken English; had on when he went away, a striped Linsey Waistcoat, white Shirt, and narrow short Trowsers, old Shoes, no Stockings, an old Felt Hat, with a red String or Garter around the Crown. Whoever takes up the said Negroes and brings them to the Subscribers in Reading, in Hunterdon County, New Jersey or secures them in any Gaol, giving Notice to the said Owners, so that they may have them again, shall have Six Dollars Reward, and reasonable charges or Three Dollars each paid by Samuel Herriot or Lawrence Pool."
The New-York Gazette: or The Weekly Post-Boy,1173,6/27/1765,"RUN-away on Monday last, from the Subscriber, a Negro Wench called CATE: She is a lusty, stout Wench, pretty Fat, and has thick Lips: had on when she went away, a strip’d Home-spun Petticoat, a double purple and white Callico short Gown, both sides alike, a Pair of old Stuff Shoes, without Stockings. It is supposed that she is harboured by some of the Free negroes, or others in Town. Whoever takes her up here, and secures her, shall have Forty Shillings Reward; and if taken in the Country, they shall have the same Reward, together with reasonable Charges for sending her to New-York. All Persons at their Peril, are forewarned from harbouring or carrying her off. MARY FERRARI."
The New-York Gazette: or The Weekly Post-Boy,1174,7/4/1765,"TWENTY SHILLINGS Reward, RAN away from William Johnson, of this City, Blacksmith, a Negro Man, named SHARP, about Twenty Years of Age, he is a tall slender made Fellow, of a yellowish Complexion, speaks very little English, had on when he went away, a blue Sailor’s Jacket, a checked Shirt, Oznabrigs Trowsers, an old Beaver Hat, cock’d; a Pair of old Shoes, but no Stockings; he is somewhat marked with the small Pox, & is supposed to be skulking about Town. Whoever secures said Negro, and brings him to JOHN JOHNSON, of this City Sadler, shall have the above Reward; and all Master of Vessels and other Persons, are forbid from carrying off, or harbouring said Negro."
The Pennsylvania Gazette (Philadelphia),1907,7/11/1765,"Runaway from the subscriber living in Amwell Township, Hunterdon County, West Jersey, on the 20th of May last, a Negroe Man, named Sambo, about 30 Years of age, near 6 feet high, slim built, a single Mark on his Right Cheek; he is a New Negroe and can speak but little English; he is apt to speak the Words that are spoke to him again. It is supposed that he is either stolen or decoyed away. Whoever takes up said Negroe so that this Master may have him again, shall have Three Pounds reward, and if stolen, Ten Pounds provided the Thief is brought to Justice, with reasonable charges paid by Isiah Quinby."
